Range (m),Velocity (m/s),Detected,Estimated Range (m),Error Range (m),Estimated Velocity (m/s),Error Velocity (m),False Positives
89.9992682926829,18,1,89.672416656924,0.326851635758928,18.0117166523037,0.0117166523037397,1
89.3991219512195,18,1,90.2664076871412,0.867285735921641,18.0153302685301,0.0153302685301213,1
88.7989756097561,18,1,87.8826477352471,0.916327874509022,18.0049203564504,0.00492035645044808,1
88.1988292682927,18,1,88.5054656284004,0.306636360107703,18.0076571231074,0.00765712310735012,1
87.5986829268293,18,1,85.881958417794,1.71672450903532,18.0121148830971,0.0121148830970519,1
37.4998780487805,3,1,71.2968018974299,0.511139845997398,16.7889585714251,0.0147900827660585,1
37.3998536585366,3,1,66.9346624036225,0.738764620592981,16.7902177786459,0.0132718748404463,1
37.2998292682927,3,1,65.7952198047576,0.991440819368904,16.7893510538895,0.0156606457283992,1
37.1998048780488,3,1,65.7947149157571,1.24612858911195,16.796059487907,0.0139948164437049,1
37.0997804878049,3,1,64.2600115178016,1.46813651706534,16.7947612822988,0.0121780884618761,1
127.499390243902,15,1,74.4704474818569,0.294641429527658,16.0202297504036,0.0107574022867976,1
126.999268292683,15,1,70.1988323800376,1.43931884413828,16.0287712200584,0.0415490080305077,1
126.499146341463,15,1,68.6038296095769,0.679484102575088,16.0207565717535,0.0156426599874653,1
125.999024390244,15,1,68.5815022776069,0.276419255377746,16.0154016781559,0.0109246389600948,1
125.498902439024,15,1,67.0956637449812,1.6117122439485,16.0369096013071,0.00641997775210967,1
39.8332926829268,1,1,38.3203826024323,1.51291008049456,0.983938496379574,0.0160615036204259,1
39.7999512195122,1,1,38.3515265737245,1.44842464578768,0.979101026276149,0.0208989737238512,1
39.7666097560976,1,1,38.353564139611,1.4130456164866,0.991223619146288,0.00877638085371246,1
39.7332682926829,1,1,38.4029664646507,1.33030182803218,0.990429866338438,0.00957013366156156,1
39.6999268292683,1,1,38.5081705415349,1.19175628773343,0.98065422794914,0.0193457720508595,1
64.1676829268293,-25,1,104.821433845254,0.244339895595679,-6.82678503996548,0.00957716152783661,1
65.0012195121951,-25,1,101.99906696004,1.08201181726389,-6.83622016579636,0.0176502198989219,1
65.834756097561,-25,1,100.487646750104,1.27268066961639,-6.81555774203191,0.0114780641690153,1
66.6682926829268,-25,1,102.053133000635,0.46935304903468,-6.80005025118499,0.0116785045158281,1
