Mean (MHz/us),Variance (MHz/us)^2,MSE (MHz/us)^2,95th Percentile (MHz/us),Percent Failed Trials
0.000254992060884462,4.39146206376315e-07,5.03424101303819e-07,0.00174797946981095,0
